GroupID,Size,WheelchairAccess,Projector,Computer,FloorPreference,Start,End
G0118,15,TRUE,FALSE,FALSE,1,8:00,9:00
G0119,49,TRUE,FALSE,TRUE,2,8:00,9:00
G0120,9,FALSE,FALSE,FALSE,10,8:00,9:00
G0121,36,FALSE,FALSE,FALSE,8,8:00,9:00
G0122,29,TRUE,FALSE,TRUE,2,8:00,9:00
G0123,40,TRUE,TRUE,TRUE,-1,8:00,9:00
G0124,39,FALSE,TRUE,TRUE,8,8:00,9:00
G0125,42,TRUE,FALSE,FALSE,7,9:10,10:10
G0126,42,FALSE,TRUE,FALSE,5,9:10,10:10
G0127,32,FALSE,TRUE,TRUE,10,8:00,9:00
G0128,29,FALSE,FALSE,FALSE,6,8:00,9:00
G0129,35,TRUE,FALSE,FALSE,-1,9:10,10:10
G0130,47,TRUE,TRUE,TRUE,-1,8:00,9:00
G0131,20,FALSE,FALSE,TRUE,9,8:00,9:00
G0132,35,TRUE,TRUE,FALSE,-1,8:00,9:00
G0133,45,FALSE,TRUE,TRUE,-1,8:00,9:00
G0134,49,FALSE,FALSE,FALSE,6,10:20,11:20
G0135,22,TRUE,FALSE,FALSE,9,8:00,9:00
G0136,47,FALSE,TRUE,TRUE,3,8:00,9:00
G0137,29,FALSE,TRUE,FALSE,9,8:00,9:00
G0138,27,FALSE,TRUE,FALSE,1,8:00,9:00
G0139,31,FALSE,TRUE,FALSE,2,8:00,9:00
G0140,16,TRUE,TRUE,FALSE,8,8:00,9:00
G0141,12,FALSE,TRUE,TRUE,4,8:00,9:00
G0142,31,FALSE,FALSE,FALSE,6,8:00,9:00
G0143,5,TRUE,FALSE,TRUE,2,8:00,9:00
G0144,49,FALSE,FALSE,FALSE,9,8:00,9:00
G0145,16,FALSE,TRUE,FALSE,-1,8:00,9:00
G0146,13,FALSE,TRUE,FALSE,8,8:00,9:00
G0147,39,FALSE,FALSE,FALSE,6,8:00,9:00
G0148,39,TRUE,FALSE,TRUE,6,8:00,9:00
G0149,19,FALSE,FALSE,FALSE,8,8:00,9:00
G0150,34,FALSE,TRUE,TRUE,9,8:00,9:00
G0151,49,TRUE,FALSE,FALSE,5,9:10,10:10
G0152,28,FALSE,TRUE,TRUE,6,8:00,9:00
G0153,5,FALSE,TRUE,FALSE,4,9:10,10:10
G0154,42,TRUE,TRUE,FALSE,8,8:00,9:00
G0155,43,FALSE,FALSE,FALSE,2,9:10,10:10
G0156,34,FALSE,TRUE,TRUE,2,8:00,9:00
G0157,6,TRUE,TRUE,TRUE,5,8:00,9:00
G0158,36,FALSE,TRUE,FALSE,-1,8:00,9:00
G0159,20,TRUE,FALSE,TRUE,5,8:00,9:00
G0160,7,TRUE,TRUE,FALSE,10,8:00,9:00
G0161,33,FALSE,FALSE,TRUE,6,8:00,9:00
G0162,10,TRUE,FALSE,FALSE,-1,8:00,9:00
G0163,29,FALSE,TRUE,FALSE,2,8:00,9:00
G0164,39,TRUE,FALSE,FALSE,8,8:00,9:00
G0165,23,TRUE,TRUE,FALSE,8,8:00,9:00
G0166,49,TRUE,FALSE,FALSE,8,8:00,9:00
G0167,47,TRUE,FALSE,TRUE,2,8:00,9:00
G0168,40,TRUE,TRUE,TRUE,1,9:10,10:10
G0169,17,TRUE,TRUE,TRUE,7,8:00,9:00
G0170,11,FALSE,TRUE,FALSE,1,8:00,9:00
G0171,44,TRUE,TRUE,TRUE,4,8:00,9:00
G0172,28,TRUE,FALSE,FALSE,1,8:00,9:00
G0173,25,FALSE,TRUE,TRUE,1,8:00,9:00
G0174,26,TRUE,TRUE,FALSE,2,8:00,9:00
G0175,28,FALSE,FALSE,FALSE,3,8:00,9:00
G0176,26,TRUE,TRUE,FALSE,5,8:00,9:00
G0177,18,FALSE,TRUE,FALSE,10,8:00,9:00
G0178,27,FALSE,TRUE,FALSE,2,8:00,9:00
G0179,8,TRUE,FALSE,TRUE,6,8:00,9:00
G0180,7,FALSE,TRUE,FALSE,1,8:00,9:00
G0181,8,FALSE,TRUE,TRUE,2,8:00,9:00
G0182,47,FALSE,TRUE,TRUE,10,8:00,9:00
G0183,11,FALSE,FALSE,TRUE,4,8:00,9:00
G0184,10,FALSE,FALSE,FALSE,9,8:00,9:00
G0185,11,FALSE,TRUE,FALSE,3,8:00,9:00
G0186,45,FALSE,FALSE,TRUE,7,8:00,9:00
G0187,48,FALSE,FALSE,TRUE,5,8:00,9:00
G0188,44,TRUE,TRUE,FALSE,3,8:00,9:00
G0189,31,FALSE,FALSE,FALSE,2,8:00,9:00
G0190,32,FALSE,TRUE,FALSE,-1,8:00,9:00
G0191,25,TRUE,FALSE,TRUE,10,8:00,9:00
G0192,18,FALSE,TRUE,FALSE,6,9:10,10:10
G0193,14,TRUE,FALSE,FALSE,7,8:00,9:00
G0194,38,FALSE,FALSE,FALSE,2,8:00,9:00
G0195,46,FALSE,FALSE,FALSE,9,9:10,10:10
G0196,37,FALSE,FALSE,TRUE,9,8:00,9:00
G0197,39,FALSE,FALSE,FALSE,5,8:00,9:00
G0198,41,TRUE,FALSE,TRUE,8,9:10,10:10
G0199,37,TRUE,TRUE,FALSE,-1,8:00,9:00
G0200,33,FALSE,FALSE,FALSE,5,8:00,9:00
G0201,46,FALSE,FALSE,TRUE,6,8:00,9:00
G0202,5,FALSE,FALSE,FALSE,9,8:00,9:00
G0203,31,FALSE,FALSE,TRUE,3,11:30,12:30
G0204,38,TRUE,TRUE,FALSE,4,8:00,9:00
G0205,48,FALSE,FALSE,TRUE,5,8:00,9:00
G0206,20,FALSE,TRUE,FALSE,5,8:00,9:00
G0207,49,FALSE,FALSE,TRUE,1,8:00,9:00
G0208,28,FALSE,TRUE,TRUE,8,8:00,9:00
G0209,39,FALSE,FALSE,FALSE,6,8:00,9:00
G0210,8,TRUE,FALSE,TRUE,4,9:10,10:10
G0211,50,TRUE,TRUE,TRUE,1,8:00,9:00
G0212,29,FALSE,FALSE,TRUE,6,8:00,9:00
G0213,46,TRUE,FALSE,TRUE,9,8:00,9:00
G0214,45,TRUE,FALSE,TRUE,6,8:00,9:00
G0215,12,FALSE,FALSE,FALSE,2,8:00,9:00
G0216,39,TRUE,TRUE,FALSE,5,8:00,9:00
G0217,32,FALSE,FALSE,TRUE,6,8:00,9:00
G0218,40,TRUE,FALSE,TRUE,10,8:00,9:00
G0219,40,FALSE,TRUE,FALSE,5,8:00,9:00
G0220,26,TRUE,TRUE,FALSE,6,8:00,9:00
G0221,49,TRUE,TRUE,FALSE,-1,8:00,9:00
G0222,14,TRUE,TRUE,FALSE,4,8:00,9:00
G0223,48,TRUE,FALSE,FALSE,4,9:10,10:10
G0224,39,FALSE,FALSE,FALSE,2,8:00,9:00
G0225,26,TRUE,FALSE,FALSE,9,8:00,9:00
G0226,50,FALSE,FALSE,FALSE,9,8:00,9:00
G0227,50,FALSE,FALSE,TRUE,3,8:00,9:00
G0228,11,FALSE,FALSE,FALSE,5,8:00,9:00
G0229,25,FALSE,TRUE,TRUE,4,8:00,9:00
G0230,13,TRUE,FALSE,FALSE,10,8:00,9:00
G0231,5,FALSE,FALSE,TRUE,10,8:00,9:00
G0232,28,TRUE,FALSE,TRUE,4,9:10,10:10
G0233,43,FALSE,TRUE,TRUE,-1,8:00,9:00
G0234,30,TRUE,FALSE,TRUE,-1,8:00,9:00
G0235,10,FALSE,FALSE,TRUE,9,8:00,9:00
G0236,18,TRUE,FALSE,TRUE,5,8:00,9:00
G0237,7,TRUE,TRUE,FALSE,3,8:00,9:00
G0238,12,TRUE,TRUE,FALSE,4,8:00,9:00
G0239,34,FALSE,TRUE,TRUE,3,8:00,9:00
G0240,14,FALSE,FALSE,FALSE,7,8:00,9:00
G0241,21,FALSE,FALSE,TRUE,3,8:00,9:00
G0242,37,TRUE,TRUE,FALSE,5,9:10,10:10
G0243,35,TRUE,FALSE,FALSE,6,8:00,9:00
G0244,28,FALSE,TRUE,TRUE,-1,9:10,10:10
G0245,23,TRUE,FALSE,TRUE,3,8:00,9:00
G0246,41,FALSE,FALSE,FALSE,8,8:00,9:00
G0247,8,FALSE,TRUE,FALSE,1,8:00,9:00
G0248,17,TRUE,TRUE,FALSE,6,11:30,12:30
G0249,36,FALSE,TRUE,TRUE,6,9:10,10:10
G0250,20,TRUE,FALSE,FALSE,4,8:00,9:00
G0251,9,TRUE,FALSE,FALSE,1,9:10,10:10
G0252,41,FALSE,FALSE,TRUE,-1,8:00,9:00
G0253,11,FALSE,TRUE,FALSE,6,8:00,9:00
G0254,40,FALSE,FALSE,TRUE,-1,8:00,9:00
G0255,19,FALSE,TRUE,TRUE,6,8:00,9:00
G0256,21,FALSE,FALSE,FALSE,3,8:00,9:00
G0257,17,FALSE,TRUE,TRUE,4,8:00,9:00
G0258,24,TRUE,TRUE,FALSE,1,9:10,10:10
G0259,18,FALSE,TRUE,TRUE,4,8:00,9:00
G0260,45,FALSE,TRUE,TRUE,6,8:00,9:00
G0261,15,FALSE,FALSE,TRUE,9,8:00,9:00
G0262,9,TRUE,FALSE,TRUE,6,9:10,10:10
G0263,13,TRUE,FALSE,TRUE,-1,8:00,9:00
G0264,50,TRUE,TRUE,FALSE,5,8:00,9:00
G0265,15,FALSE,FALSE,FALSE,9,9:10,10:10
G0266,43,TRUE,TRUE,FALSE,7,8:00,9:00
G0267,24,TRUE,FALSE,TRUE,9,8:00,9:00
G0268,9,TRUE,TRUE,TRUE,7,8:00,9:00
G0269,34,TRUE,FALSE,FALSE,3,8:00,9:00
G0270,19,FALSE,FALSE,TRUE,9,8:00,9:00
G0271,22,FALSE,FALSE,FALSE,6,8:00,9:00
G0272,23,TRUE,FALSE,TRUE,6,8:00,9:00
G0273,22,TRUE,FALSE,FALSE,10,8:00,9:00
G0274,48,TRUE,FALSE,FALSE,4,8:00,9:00
G0275,12,FALSE,FALSE,TRUE,4,8:00,9:00
G0276,45,TRUE,FALSE,TRUE,9,8:00,9:00
G0277,7,FALSE,FALSE,FALSE,10,8:00,9:00
G0278,31,FALSE,TRUE,TRUE,10,8:00,9:00
G0279,37,TRUE,TRUE,TRUE,9,8:00,9:00
G0280,7,TRUE,FALSE,FALSE,-1,8:00,9:00
G0281,27,TRUE,FALSE,FALSE,7,8:00,9:00
G0282,45,TRUE,TRUE,TRUE,8,8:00,9:00
G0283,41,TRUE,TRUE,TRUE,9,8:00,9:00
G0284,36,FALSE,FALSE,TRUE,9,8:00,9:00
G0285,25,FALSE,TRUE,FALSE,6,8:00,9:00
G0286,40,FALSE,FALSE,TRUE,9,8:00,9:00
G0287,50,TRUE,TRUE,FALSE,5,9:10,10:10
G0288,49,FALSE,TRUE,FALSE,1,8:00,9:00
G0289,8,FALSE,TRUE,TRUE,8,8:00,9:00
G0290,40,FALSE,TRUE,FALSE,2,8:00,9:00
G0291,30,FALSE,FALSE,FALSE,9,9:10,10:10
G0292,27,TRUE,FALSE,TRUE,6,9:10,10:10
G0293,30,FALSE,FALSE,TRUE,10,8:00,9:00
G0294,47,FALSE,TRUE,FALSE,9,9:10,10:10
G0295,5,FALSE,FALSE,TRUE,10,8:00,9:00
G0296,18,TRUE,FALSE,TRUE,2,9:10,10:10
G0297,5,TRUE,TRUE,FALSE,5,8:00,9:00
G0298,30,FALSE,TRUE,FALSE,9,8:00,9:00
G0299,35,TRUE,TRUE,TRUE,7,8:00,9:00
G0300,34,TRUE,FALSE,FALSE,10,8:00,9:00
G0301,14,TRUE,FALSE,TRUE,2,8:00,9:00
G0302,14,TRUE,TRUE,FALSE,9,8:00,9:00
G0303,14,FALSE,FALSE,TRUE,2,8:00,9:00
G0304,50,FALSE,TRUE,TRUE,3,9:10,10:10
G0305,24,TRUE,FALSE,FALSE,2,8:00,9:00
G0306,41,FALSE,TRUE,FALSE,1,8:00,9:00
G0307,12,TRUE,TRUE,TRUE,2,9:10,10:10
G0308,16,FALSE,TRUE,FALSE,7,8:00,9:00
G0309,25,TRUE,TRUE,FALSE,3,8:00,9:00
G0310,18,FALSE,FALSE,FALSE,9,8:00,9:00
G0311,18,FALSE,FALSE,TRUE,7,8:00,9:00
G0312,38,FALSE,FALSE,TRUE,10,8:00,9:00
G0313,25,TRUE,FALSE,TRUE,7,8:00,9:00
G0314,49,TRUE,FALSE,FALSE,10,8:00,9:00
G0315,24,TRUE,TRUE,FALSE,4,9:10,10:10
G0316,49,FALSE,FALSE,FALSE,5,8:00,9:00
G0317,18,TRUE,FALSE,TRUE,10,8:00,9:00
G0318,47,TRUE,FALSE,FALSE,8,8:00,9:00
G0319,33,TRUE,FALSE,TRUE,1,8:00,9:00
G0320,9,TRUE,TRUE,TRUE,4,8:00,9:00
G0321,41,FALSE,TRUE,TRUE,9,8:00,9:00
G0322,36,TRUE,FALSE,FALSE,5,9:10,10:10
G0323,14,FALSE,FALSE,TRUE,3,8:00,9:00
G0324,36,FALSE,FALSE,FALSE,9,8:00,9:00
G0325,27,TRUE,TRUE,FALSE,5,9:10,10:10
G0326,28,FALSE,FALSE,FALSE,8,8:00,9:00
G0327,38,FALSE,TRUE,TRUE,9,8:00,9:00
G0328,5,FALSE,TRUE,TRUE,-1,8:00,9:00
G0329,28,FALSE,TRUE,FALSE,10,8:00,9:00
G0330,31,FALSE,TRUE,TRUE,5,8:00,9:00
G0331,17,TRUE,TRUE,FALSE,4,8:00,9:00
G0332,18,TRUE,FALSE,FALSE,10,8:00,9:00
G0333,48,TRUE,TRUE,FALSE,6,8:00,9:00
G0334,6,TRUE,TRUE,FALSE,10,8:00,9:00
G0335,37,FALSE,FALSE,TRUE,8,8:00,9:00
G0336,47,TRUE,FALSE,TRUE,3,9:10,10:10
G0337,7,FALSE,TRUE,FALSE,4,8:00,9:00
G0338,20,FALSE,TRUE,FALSE,-1,8:00,9:00
G0339,31,TRUE,TRUE,TRUE,9,10:20,11:20
G0340,45,TRUE,TRUE,FALSE,6,8:00,9:00
G0341,44,TRUE,FALSE,FALSE,3,8:00,9:00
G0342,47,TRUE,FALSE,TRUE,5,8:00,9:00
G0343,38,FALSE,TRUE,TRUE,7,8:00,9:00
G0344,29,FALSE,TRUE,TRUE,10,8:00,9:00
G0345,5,TRUE,FALSE,FALSE,-1,8:00,9:00
G0346,31,TRUE,TRUE,TRUE,7,9:10,10:10
G0347,46,FALSE,TRUE,FALSE,10,8:00,9:00
G0348,16,TRUE,TRUE,TRUE,8,8:00,9:00
G0349,28,FALSE,TRUE,FALSE,5,10:20,11:20
G0350,49,FALSE,FALSE,TRUE,10,9:10,10:10
G0351,32,FALSE,FALSE,FALSE,7,8:00,9:00
G0352,44,FALSE,FALSE,TRUE,3,8:00,9:00
G0353,40,FALSE,FALSE,FALSE,7,9:10,10:10
G0354,7,TRUE,FALSE,FALSE,-1,8:00,9:00
G0355,44,FALSE,FALSE,TRUE,3,9:10,10:10
G0356,49,TRUE,FALSE,FALSE,-1,12:40,13:40
G0357,15,TRUE,TRUE,FALSE,5,8:00,9:00
G0358,32,FALSE,TRUE,TRUE,2,8:00,9:00
G0359,15,FALSE,FALSE,FALSE,9,8:00,9:00
G0360,23,TRUE,FALSE,TRUE,4,8:00,9:00
G0361,34,FALSE,FALSE,FALSE,5,8:00,9:00
G0362,12,FALSE,TRUE,TRUE,7,8:00,9:00
G0363,27,FALSE,TRUE,FALSE,-1,8:00,9:00
G0364,22,TRUE,TRUE,TRUE,1,9:10,10:10
G0365,32,FALSE,TRUE,FALSE,5,8:00,9:00
G0366,33,TRUE,TRUE,FALSE,5,10:20,11:20
G0367,37,FALSE,TRUE,FALSE,2,8:00,9:00
G0368,7,FALSE,FALSE,TRUE,1,8:00,9:00
G0369,34,FALSE,TRUE,TRUE,2,8:00,9:00
G0370,29,TRUE,FALSE,FALSE,10,8:00,9:00
G0371,45,TRUE,FALSE,FALSE,2,8:00,9:00
G0372,20,FALSE,TRUE,TRUE,4,8:00,9:00
G0373,13,FALSE,FALSE,TRUE,3,9:10,10:10
G0374,45,TRUE,FALSE,TRUE,3,8:00,9:00
G0375,19,TRUE,TRUE,FALSE,8,8:00,9:00
G0376,31,FALSE,TRUE,FALSE,10,8:00,9:00
G0377,10,FALSE,FALSE,TRUE,3,8:00,9:00
G0378,9,TRUE,FALSE,TRUE,4,8:00,9:00
G0379,43,TRUE,TRUE,FALSE,-1,9:10,10:10
G0380,46,FALSE,FALSE,FALSE,2,8:00,9:00
G0381,41,TRUE,FALSE,TRUE,5,9:10,10:10
G0382,41,TRUE,TRUE,TRUE,6,10:20,11:20
G0383,37,FALSE,FALSE,FALSE,1,8:00,9:00
G0384,40,FALSE,FALSE,TRUE,3,8:00,9:00
G0385,17,FALSE,FALSE,TRUE,5,8:00,9:00
G0386,26,FALSE,FALSE,TRUE,3,8:00,9:00
G0387,42,TRUE,FALSE,FALSE,1,8:00,9:00
G0388,30,TRUE,FALSE,TRUE,-1,8:00,9:00
G0389,41,TRUE,TRUE,FALSE,-1,8:00,9:00
G0390,47,FALSE,FALSE,TRUE,6,8:00,9:00
G0391,38,TRUE,TRUE,TRUE,7,8:00,9:00
G0392,22,TRUE,TRUE,TRUE,10,8:00,9:00
G0393,22,TRUE,FALSE,FALSE,1,8:00,9:00
G0394,43,FALSE,TRUE,TRUE,1,9:10,10:10
G0395,9,FALSE,TRUE,TRUE,3,8:00,9:00
G0396,41,FALSE,TRUE,FALSE,9,8:00,9:00
G0397,15,TRUE,TRUE,TRUE,4,9:10,10:10
G0398,16,TRUE,FALSE,TRUE,3,8:00,9:00
G0399,40,TRUE,FALSE,TRUE,5,8:00,9:00
G0400,5,FALSE,FALSE,TRUE,4,8:00,9:00
G0401,33,TRUE,TRUE,TRUE,1,9:10,10:10
G0402,6,TRUE,FALSE,FALSE,4,8:00,9:00
G0403,47,FALSE,TRUE,FALSE,5,8:00,9:00
G0404,6,TRUE,TRUE,FALSE,3,8:00,9:00
G0405,43,TRUE,TRUE,FALSE,4,8:00,9:00
G0406,45,FALSE,TRUE,TRUE,8,8:00,9:00
G0407,46,TRUE,TRUE,TRUE,7,8:00,9:00
G0408,21,FALSE,TRUE,FALSE,5,8:00,9:00
G0409,19,FALSE,FALSE,FALSE,6,8:00,9:00
G0410,5,TRUE,TRUE,TRUE,4,8:00,9:00
G0411,33,TRUE,FALSE,FALSE,3,9:10,10:10
G0412,23,TRUE,FALSE,TRUE,1,8:00,9:00
G0413,16,TRUE,FALSE,FALSE,10,8:00,9:00
G0414,24,TRUE,TRUE,FALSE,6,9:10,10:10
G0415,27,TRUE,FALSE,TRUE,4,8:00,9:00
G0416,9,FALSE,TRUE,TRUE,4,9:10,10:10
G0417,16,FALSE,TRUE,TRUE,6,8:00,9:00
G0418,5,FALSE,TRUE,FALSE,9,8:00,9:00
G0419,10,TRUE,FALSE,FALSE,6,8:00,9:00
G0420,31,FALSE,FALSE,TRUE,2,8:00,9:00
G0421,38,TRUE,TRUE,TRUE,9,9:10,10:10
G0422,11,TRUE,FALSE,FALSE,3,8:00,9:00
G0423,35,TRUE,TRUE,TRUE,10,9:10,10:10
G0424,35,FALSE,FALSE,TRUE,3,8:00,9:00
G0425,7,TRUE,TRUE,TRUE,2,8:00,9:00
G0426,34,FALSE,FALSE,FALSE,10,8:00,9:00
G0427,35,TRUE,TRUE,TRUE,6,8:00,9:00
G0428,15,TRUE,TRUE,FALSE,-1,8:00,9:00
G0429,26,TRUE,FALSE,TRUE,4,8:00,9:00
G0430,29,TRUE,TRUE,TRUE,9,8:00,9:00
G0431,37,FALSE,FALSE,TRUE,1,9:10,10:10
G0432,25,FALSE,TRUE,TRUE,1,8:00,9:00
G0433,6,FALSE,TRUE,FALSE,3,8:00,9:00
G0434,11,FALSE,FALSE,FALSE,2,8:00,9:00
G0435,12,FALSE,TRUE,TRUE,1,8:00,9:00
G0436,38,FALSE,TRUE,TRUE,1,8:00,9:00
G0437,42,FALSE,TRUE,TRUE,9,8:00,9:00
G0438,19,TRUE,TRUE,FALSE,3,8:00,9:00
G0439,41,TRUE,FALSE,FALSE,3,8:00,9:00
G0440,46,FALSE,FALSE,FALSE,4,10:20,11:20
G0441,18,TRUE,TRUE,FALSE,-1,8:00,9:00
G0442,32,TRUE,TRUE,FALSE,7,8:00,9:00
G0443,27,TRUE,FALSE,FALSE,1,8:00,9:00
G0444,19,TRUE,TRUE,FALSE,1,8:00,9:00
G0445,14,FALSE,FALSE,TRUE,3,8:00,9:00
G0446,36,FALSE,TRUE,FALSE,7,8:00,9:00
G0447,18,TRUE,FALSE,FALSE,7,8:00,9:00
G0448,17,TRUE,TRUE,FALSE,9,9:10,10:10
